Time;Voltage;Current;Power;
19:38:41 13/06/2024;5.06;0.505;2.555;
19:38:42 13/06/2024;5.06;0.504;2.550;
19:38:42 13/06/2024;5.06;0.503;2.545;
19:38:43 13/06/2024;5.06;0.511;2.585;
19:38:43 13/06/2024;5.06;0.505;2.555;
19:38:44 13/06/2024;5.06;0.508;2.570;
19:38:44 13/06/2024;5.06;0.512;2.590;
19:38:45 13/06/2024;5.06;0.505;2.555;
19:38:45 13/06/2024;5.06;0.509;2.575;
19:38:46 13/06/2024;5.06;0.502;2.540;
19:38:46 13/06/2024;5.06;0.502;2.540;
19:38:47 13/06/2024;5.06;0.509;2.575;
19:38:47 13/06/2024;5.06;0.511;2.585;
19:38:48 13/06/2024;5.06;0.503;2.545;
19:38:48 13/06/2024;5.06;0.507;2.565;
19:38:49 13/06/2024;5.06;0.507;2.565;
19:38:49 13/06/2024;5.06;0.506;2.560;
19:38:50 13/06/2024;5.06;0.507;2.565;
19:38:50 13/06/2024;5.06;0.506;2.560;
19:38:51 13/06/2024;5.06;0.502;2.540;
19:38:51 13/06/2024;5.06;0.504;2.550;
19:38:52 13/06/2024;5.06;0.506;2.560;
19:38:52 13/06/2024;5.06;0.503;2.545;
19:38:53 13/06/2024;5.06;0.498;2.519;
19:38:53 13/06/2024;5.05;0.540;2.727;
19:38:54 13/06/2024;5.06;0.501;2.535;
19:38:54 13/06/2024;5.06;0.508;2.570;
19:38:55 13/06/2024;5.06;0.510;2.580;
19:38:55 13/06/2024;5.06;0.507;2.565;
19:38:56 13/06/2024;5.06;0.504;2.550;
19:38:56 13/06/2024;5.06;0.503;2.545;
19:38:57 13/06/2024;5.06;0.510;2.580;
19:38:57 13/06/2024;5.06;0.502;2.540;
19:38:58 13/06/2024;5.06;0.535;2.707;
19:38:58 13/06/2024;5.06;0.503;2.545;
19:38:59 13/06/2024;5.06;0.503;2.545;
19:38:59 13/06/2024;5.06;0.501;2.535;
19:39:00 13/06/2024;5.06;0.504;2.550;
19:39:00 13/06/2024;5.06;0.507;2.565;
19:39:01 13/06/2024;5.06;0.498;2.519;
19:39:01 13/06/2024;5.06;0.506;2.560;
19:39:02 13/06/2024;5.05;0.564;2.848;
19:39:02 13/06/2024;5.06;0.509;2.575;
19:39:03 13/06/2024;5.06;0.507;2.565;
19:39:03 13/06/2024;5.06;0.504;2.550;
19:39:04 13/06/2024;5.06;0.505;2.555;
19:39:04 13/06/2024;5.06;0.505;2.555;
19:39:05 13/06/2024;5.06;0.513;2.595;
19:39:05 13/06/2024;5.06;0.508;2.570;
19:39:06 13/06/2024;5.05;0.540;2.727;
19:39:06 13/06/2024;5.06;0.506;2.560;
19:39:07 13/06/2024;5.06;0.507;2.565;
19:39:07 13/06/2024;5.06;0.504;2.550;
19:39:08 13/06/2024;5.06;0.502;2.540;
19:39:08 13/06/2024;5.06;0.507;2.565;
19:39:09 13/06/2024;5.06;0.503;2.545;
19:39:09 13/06/2024;5.06;0.501;2.535;
19:39:10 13/06/2024;5.06;0.502;2.540;
19:39:10 13/06/2024;5.06;0.508;2.570;
19:39:11 13/06/2024;5.06;0.503;2.545;
19:39:11 13/06/2024;5.06;0.500;2.530;
19:39:12 13/06/2024;5.06;0.511;2.585;
19:39:12 13/06/2024;5.06;0.504;2.550;
19:39:13 13/06/2024;5.05;0.540;2.727;
19:39:13 13/06/2024;5.06;0.504;2.550;
19:39:14 13/06/2024;5.06;0.508;2.570;
19:39:14 13/06/2024;5.06;0.505;2.555;
19:39:15 13/06/2024;5.06;0.507;2.565;
19:39:15 13/06/2024;5.05;0.580;2.929;
19:39:16 13/06/2024;5.05;0.534;2.696;
19:39:16 13/06/2024;5.06;0.524;2.651;
19:39:17 13/06/2024;5.06;0.504;2.550;
19:39:17 13/06/2024;5.06;0.502;2.540;
19:39:18 13/06/2024;5.06;0.501;2.535;
19:39:18 13/06/2024;5.06;0.502;2.540;
19:39:19 13/06/2024;5.06;0.514;2.600;
19:39:19 13/06/2024;5.06;0.502;2.540;
19:39:20 13/06/2024;5.06;0.504;2.550;
19:39:20 13/06/2024;5.06;0.508;2.570;
19:39:21 13/06/2024;5.06;0.504;2.550;
19:39:21 13/06/2024;5.05;0.557;2.812;
19:39:22 13/06/2024;5.06;0.502;2.540;
19:39:22 13/06/2024;5.05;0.525;2.651;
19:39:23 13/06/2024;5.06;0.506;2.560;
19:39:23 13/06/2024;5.06;0.511;2.585;
19:39:24 13/06/2024;5.06;0.504;2.550;
19:39:24 13/06/2024;5.06;0.505;2.555;
19:39:25 13/06/2024;5.06;0.507;2.565;
19:39:25 13/06/2024;5.06;0.502;2.540;
19:39:26 13/06/2024;5.06;0.503;2.545;
19:39:26 13/06/2024;5.06;0.509;2.575;
19:39:27 13/06/2024;5.06;0.507;2.565;
19:39:27 13/06/2024;5.06;0.506;2.560;
19:39:28 13/06/2024;5.06;0.504;2.550;
19:39:28 13/06/2024;5.05;0.539;2.721;
19:39:29 13/06/2024;5.06;0.504;2.550;
19:39:29 13/06/2024;5.06;0.505;2.555;
19:39:30 13/06/2024;5.06;0.505;2.555;
19:39:30 13/06/2024;5.06;0.505;2.555;
19:39:31 13/06/2024;5.06;0.504;2.550;
19:39:31 13/06/2024;5.06;0.505;2.555;
19:39:32 13/06/2024;5.06;0.503;2.545;
19:39:32 13/06/2024;5.06;0.509;2.575;
19:39:33 13/06/2024;5.06;0.503;2.545;
19:39:33 13/06/2024;5.06;0.508;2.570;
19:39:34 13/06/2024;5.05;0.591;2.984;
19:39:34 13/06/2024;5.06;0.520;2.631;
19:39:35 13/06/2024;5.06;0.508;2.570;
19:39:35 13/06/2024;5.06;0.505;2.555;
19:39:36 13/06/2024;5.06;0.506;2.560;
19:39:36 13/06/2024;5.06;0.503;2.545;
19:39:37 13/06/2024;5.06;0.511;2.585;
19:39:37 13/06/2024;5.06;0.505;2.555;
19:39:38 13/06/2024;5.06;0.504;2.550;
19:39:38 13/06/2024;5.06;0.511;2.585;
19:39:39 13/06/2024;5.06;0.517;2.616;
19:39:39 13/06/2024;5.05;0.549;2.772;
19:39:40 13/06/2024;5.06;0.503;2.545;
19:39:40 13/06/2024;5.06;0.507;2.565;
19:39:41 13/06/2024;5.06;0.510;2.580;
19:39:41 13/06/2024;5.06;0.508;2.570;
19:39:42 13/06/2024;5.06;0.505;2.555;
19:39:42 13/06/2024;5.06;0.502;2.540;
19:39:43 13/06/2024;5.06;0.501;2.535;
19:39:43 13/06/2024;5.06;0.511;2.585;
19:39:44 13/06/2024;5.06;0.497;2.514;
19:39:44 13/06/2024;5.06;0.502;2.540;
19:39:45 13/06/2024;5.06;0.506;2.560;
19:39:45 13/06/2024;5.06;0.512;2.590;
19:39:46 13/06/2024;5.06;0.502;2.540;
19:39:46 13/06/2024;5.06;0.506;2.560;
19:39:47 13/06/2024;5.06;0.505;2.555;
19:39:47 13/06/2024;5.06;0.506;2.560;
19:39:48 13/06/2024;5.06;0.507;2.565;
19:39:48 13/06/2024;5.06;0.508;2.570;
19:39:49 13/06/2024;5.06;0.515;2.605;
19:39:49 13/06/2024;5.06;0.504;2.550;
19:39:50 13/06/2024;5.06;0.503;2.545;
19:39:50 13/06/2024;5.06;0.512;2.590;
19:39:51 13/06/2024;5.06;0.505;2.555;
19:39:51 13/06/2024;5.06;0.508;2.570;
19:39:52 13/06/2024;5.06;0.512;2.590;
19:39:52 13/06/2024;5.06;0.507;2.565;
19:39:53 13/06/2024;5.05;0.543;2.742;
19:39:53 13/06/2024;5.06;0.518;2.621;
19:39:54 13/06/2024;5.06;0.504;2.550;
19:39:54 13/06/2024;5.06;0.504;2.550;
19:39:55 13/06/2024;5.06;0.508;2.570;
19:39:55 13/06/2024;5.06;0.512;2.590;
19:39:56 13/06/2024;5.06;0.506;2.560;
19:39:56 13/06/2024;5.06;0.505;2.555;
19:39:57 13/06/2024;5.06;0.508;2.570;
19:39:57 13/06/2024;5.06;0.500;2.530;
19:39:58 13/06/2024;5.06;0.501;2.535;
19:39:58 13/06/2024;5.06;0.504;2.550;
19:39:59 13/06/2024;5.06;0.501;2.535;
19:39:59 13/06/2024;5.06;0.503;2.545;
19:40:00 13/06/2024;5.06;0.505;2.555;
19:40:00 13/06/2024;5.06;0.499;2.524;
19:40:01 13/06/2024;5.06;0.524;2.651;
19:40:01 13/06/2024;5.06;0.510;2.580;
19:40:02 13/06/2024;5.06;0.503;2.545;
19:40:02 13/06/2024;5.06;0.504;2.550;
19:40:03 13/06/2024;5.06;0.508;2.570;
19:40:03 13/06/2024;5.06;0.503;2.545;
19:40:04 13/06/2024;5.06;0.506;2.560;
19:40:04 13/06/2024;5.06;0.521;2.636;
19:40:05 13/06/2024;5.06;0.509;2.575;
19:40:05 13/06/2024;5.06;0.512;2.590;
19:40:06 13/06/2024;5.06;0.501;2.535;
19:40:06 13/06/2024;5.06;0.503;2.545;
19:40:07 13/06/2024;5.06;0.505;2.555;
19:40:07 13/06/2024;5.06;0.506;2.560;
19:40:08 13/06/2024;5.06;0.500;2.530;
19:40:08 13/06/2024;5.06;0.506;2.560;
19:40:09 13/06/2024;5.06;0.515;2.605;
19:40:09 13/06/2024;5.06;0.503;2.545;
19:40:10 13/06/2024;5.06;0.504;2.550;
19:40:10 13/06/2024;5.06;0.501;2.535;
19:40:11 13/06/2024;5.06;0.514;2.600;
19:40:11 13/06/2024;5.06;0.502;2.540;
19:40:12 13/06/2024;5.06;0.506;2.560;
19:40:12 13/06/2024;5.06;0.504;2.550;
19:40:13 13/06/2024;5.06;0.510;2.580;
19:40:13 13/06/2024;5.06;0.515;2.605;
19:40:14 13/06/2024;5.06;0.500;2.530;
19:40:14 13/06/2024;5.06;0.504;2.550;
19:40:15 13/06/2024;5.06;0.505;2.555;
19:40:15 13/06/2024;5.06;0.504;2.550;
19:40:16 13/06/2024;5.06;0.505;2.555;
19:40:16 13/06/2024;5.06;0.503;2.545;
19:40:17 13/06/2024;5.06;0.505;2.555;
19:40:17 13/06/2024;5.06;0.507;2.565;
19:40:18 13/06/2024;5.06;0.518;2.621;
19:40:18 13/06/2024;5.06;0.503;2.545;
19:40:19 13/06/2024;5.06;0.503;2.545;
19:40:19 13/06/2024;5.06;0.512;2.590;
19:40:20 13/06/2024;5.05;0.564;2.848;
19:40:20 13/06/2024;5.06;0.502;2.540;
19:40:21 13/06/2024;5.06;0.511;2.585;
19:40:21 13/06/2024;5.06;0.507;2.565;
19:40:22 13/06/2024;5.06;0.501;2.535;
19:40:22 13/06/2024;5.06;0.502;2.540;
19:40:23 13/06/2024;5.06;0.501;2.535;
19:40:23 13/06/2024;5.06;0.524;2.651;
19:40:24 13/06/2024;5.06;0.499;2.524;
19:40:24 13/06/2024;5.05;0.563;2.843;
19:40:25 13/06/2024;5.06;0.502;2.540;
19:40:25 13/06/2024;5.06;0.500;2.530;
19:40:26 13/06/2024;5.06;0.503;2.545;
19:40:26 13/06/2024;5.06;0.504;2.550;
19:40:27 13/06/2024;5.05;0.556;2.807;
19:40:27 13/06/2024;5.06;0.506;2.560;
19:40:28 13/06/2024;5.05;0.538;2.716;
19:40:28 13/06/2024;5.06;0.509;2.575;
19:40:29 13/06/2024;5.06;0.503;2.545;
19:40:29 13/06/2024;5.06;0.502;2.540;
19:40:30 13/06/2024;5.06;0.505;2.555;
19:40:30 13/06/2024;5.06;0.521;2.636;
19:40:31 13/06/2024;5.06;0.513;2.595;
19:40:31 13/06/2024;5.06;0.507;2.565;
19:40:32 13/06/2024;5.06;0.506;2.560;
19:40:32 13/06/2024;5.06;0.506;2.560;
19:40:33 13/06/2024;5.06;0.521;2.636;
19:40:33 13/06/2024;5.06;0.510;2.580;
19:40:34 13/06/2024;5.06;0.506;2.560;
19:40:34 13/06/2024;5.06;0.507;2.565;
19:40:35 13/06/2024;5.06;0.511;2.585;
19:40:35 13/06/2024;5.06;0.502;2.540;
19:40:36 13/06/2024;5.06;0.502;2.540;
19:40:36 13/06/2024;5.06;0.530;2.681;
19:40:37 13/06/2024;5.06;0.508;2.570;
19:40:37 13/06/2024;5.06;0.525;2.656;
19:40:38 13/06/2024;5.06;0.502;2.540;
19:40:38 13/06/2024;5.06;0.543;2.747;
19:40:39 13/06/2024;5.05;0.539;2.721;
19:40:39 13/06/2024;5.06;0.501;2.535;
19:40:40 13/06/2024;5.06;0.512;2.590;
19:40:40 13/06/2024;5.06;0.506;2.560;
19:40:41 13/06/2024;5.06;0.502;2.540;
19:40:41 13/06/2024;5.06;0.506;2.560;
19:40:42 13/06/2024;5.06;0.505;2.555;
19:40:42 13/06/2024;5.05;0.585;2.954;
19:40:43 13/06/2024;5.05;0.533;2.691;
19:40:43 13/06/2024;5.06;0.508;2.570;
19:40:44 13/06/2024;5.06;0.503;2.545;
19:40:44 13/06/2024;5.06;0.503;2.545;
19:40:45 13/06/2024;5.06;0.507;2.565;
19:40:45 13/06/2024;5.06;0.503;2.545;
19:40:46 13/06/2024;5.06;0.507;2.565;
19:40:46 13/06/2024;5.06;0.503;2.545;
19:40:47 13/06/2024;5.06;0.508;2.570;
19:40:47 13/06/2024;5.06;0.502;2.540;
19:40:48 13/06/2024;5.06;0.508;2.570;
19:40:48 13/06/2024;5.06;0.503;2.545;
19:40:49 13/06/2024;5.06;0.507;2.565;
19:40:49 13/06/2024;5.06;0.502;2.540;
19:40:50 13/06/2024;5.05;0.567;2.863;
19:40:50 13/06/2024;5.06;0.507;2.565;
19:40:51 13/06/2024;5.06;0.512;2.590;
19:40:51 13/06/2024;5.06;0.504;2.550;
19:40:52 13/06/2024;5.06;0.503;2.545;
19:40:52 13/06/2024;5.06;0.507;2.565;
19:40:53 13/06/2024;5.06;0.507;2.565;
19:40:53 13/06/2024;5.06;0.503;2.545;
19:40:54 13/06/2024;5.06;0.513;2.595;
19:40:54 13/06/2024;5.06;0.501;2.535;
19:40:55 13/06/2024;5.06;0.507;2.565;
19:40:55 13/06/2024;5.06;0.504;2.550;
19:40:56 13/06/2024;5.06;0.510;2.580;
19:40:56 13/06/2024;5.06;0.511;2.585;
19:40:57 13/06/2024;5.06;0.501;2.535;
19:40:57 13/06/2024;5.06;0.511;2.585;
19:40:58 13/06/2024;5.05;0.547;2.762;
19:40:58 13/06/2024;5.06;0.521;2.636;
19:40:59 13/06/2024;5.06;0.500;2.530;
19:40:59 13/06/2024;5.06;0.507;2.565;
19:41:00 13/06/2024;5.06;0.508;2.570;
19:41:00 13/06/2024;5.05;0.540;2.727;
19:41:01 13/06/2024;5.06;0.504;2.550;
19:41:01 13/06/2024;5.06;0.510;2.580;
19:41:02 13/06/2024;5.06;0.502;2.540;
19:41:02 13/06/2024;5.06;0.500;2.530;
19:41:03 13/06/2024;5.06;0.513;2.595;
19:41:03 13/06/2024;5.06;0.507;2.565;
19:41:04 13/06/2024;5.06;0.513;2.595;
19:41:04 13/06/2024;5.06;0.498;2.519;
19:41:05 13/06/2024;5.06;0.503;2.545;
19:41:05 13/06/2024;5.06;0.508;2.570;
19:41:06 13/06/2024;5.06;0.517;2.616;
19:41:06 13/06/2024;5.06;0.513;2.595;
19:41:07 13/06/2024;5.06;0.504;2.550;
19:41:07 13/06/2024;5.06;0.505;2.555;
19:41:08 13/06/2024;5.06;0.507;2.565;
19:41:08 13/06/2024;5.06;0.507;2.565;
19:41:09 13/06/2024;5.06;0.512;2.590;
19:41:09 13/06/2024;5.06;0.504;2.550;
19:41:10 13/06/2024;5.06;0.506;2.560;
19:41:10 13/06/2024;5.06;0.508;2.570;
19:41:11 13/06/2024;5.06;0.503;2.545;
19:41:11 13/06/2024;5.06;0.504;2.550;
19:41:12 13/06/2024;5.06;0.502;2.540;
19:41:12 13/06/2024;5.06;0.504;2.550;
19:41:13 13/06/2024;5.06;0.506;2.560;
19:41:13 13/06/2024;5.06;0.511;2.585;
19:41:14 13/06/2024;5.06;0.503;2.545;
19:41:14 13/06/2024;5.06;0.505;2.555;
19:41:15 13/06/2024;5.06;0.503;2.545;
19:41:15 13/06/2024;5.06;0.504;2.550;
19:41:16 13/06/2024;5.06;0.509;2.575;
19:41:16 13/06/2024;5.06;0.501;2.535;
19:41:17 13/06/2024;5.06;0.510;2.580;
19:41:17 13/06/2024;5.06;0.499;2.524;
19:41:18 13/06/2024;5.06;0.510;2.580;
19:41:18 13/06/2024;5.06;0.508;2.570;
19:41:19 13/06/2024;5.06;0.505;2.555;
19:41:19 13/06/2024;5.06;0.509;2.575;
19:41:20 13/06/2024;5.06;0.508;2.570;
19:41:20 13/06/2024;5.06;0.507;2.565;
19:41:21 13/06/2024;5.06;0.503;2.545;
19:41:21 13/06/2024;5.06;0.508;2.570;
19:41:22 13/06/2024;5.06;0.502;2.540;
19:41:22 13/06/2024;5.06;0.507;2.565;
19:41:23 13/06/2024;5.06;0.505;2.555;
19:41:23 13/06/2024;5.06;0.506;2.560;
19:41:24 13/06/2024;5.06;0.512;2.590;
19:41:24 13/06/2024;5.06;0.507;2.565;
19:41:25 13/06/2024;5.06;0.509;2.575;
19:41:25 13/06/2024;5.06;0.517;2.616;
19:41:26 13/06/2024;5.06;0.501;2.535;
19:41:26 13/06/2024;5.06;0.534;2.702;
19:41:27 13/06/2024;5.05;0.552;2.787;
19:41:27 13/06/2024;5.06;0.505;2.555;
19:41:28 13/06/2024;5.06;0.505;2.555;
19:41:28 13/06/2024;5.06;0.508;2.570;
19:41:29 13/06/2024;5.05;0.558;2.817;
19:41:29 13/06/2024;5.06;0.506;2.560;
19:41:30 13/06/2024;5.06;0.499;2.524;
19:41:30 13/06/2024;5.06;0.504;2.550;
19:41:31 13/06/2024;5.06;0.501;2.535;
19:41:31 13/06/2024;5.06;0.508;2.570;
19:41:32 13/06/2024;5.06;0.504;2.550;
19:41:32 13/06/2024;5.06;0.507;2.565;
19:41:33 13/06/2024;5.06;0.505;2.555;
19:41:33 13/06/2024;5.06;0.503;2.545;
19:41:34 13/06/2024;5.06;0.502;2.540;
19:41:34 13/06/2024;5.06;0.507;2.565;
19:41:35 13/06/2024;5.06;0.505;2.555;
19:41:35 13/06/2024;5.06;0.507;2.565;
19:41:36 13/06/2024;5.06;0.498;2.519;
19:41:36 13/06/2024;5.06;0.507;2.565;
19:41:37 13/06/2024;5.06;0.509;2.575;
19:41:37 13/06/2024;5.06;0.501;2.535;
19:41:38 13/06/2024;5.05;0.544;2.747;
19:41:38 13/06/2024;5.06;0.503;2.545;
19:41:39 13/06/2024;5.06;0.508;2.570;
19:41:39 13/06/2024;5.06;0.532;2.691;
19:41:40 13/06/2024;5.06;0.501;2.535;
19:41:40 13/06/2024;5.06;0.511;2.585;
19:41:41 13/06/2024;5.06;0.505;2.555;
19:41:41 13/06/2024;5.06;0.502;2.540;
19:41:42 13/06/2024;5.06;0.503;2.545;
19:41:42 13/06/2024;5.06;0.507;2.565;
19:41:43 13/06/2024;5.06;0.503;2.545;
19:41:43 13/06/2024;5.06;0.509;2.575;
19:41:44 13/06/2024;5.06;0.502;2.540;
19:41:44 13/06/2024;5.05;0.561;2.833;
19:41:45 13/06/2024;5.06;0.505;2.555;
19:41:45 13/06/2024;5.06;0.506;2.560;
19:41:46 13/06/2024;5.06;0.501;2.535;
19:41:46 13/06/2024;5.06;0.507;2.565;
19:41:47 13/06/2024;5.06;0.511;2.585;
19:41:47 13/06/2024;5.06;0.512;2.590;
19:41:48 13/06/2024;5.06;0.508;2.570;
19:41:48 13/06/2024;5.06;0.507;2.565;
19:41:49 13/06/2024;5.06;0.502;2.540;
19:41:49 13/06/2024;5.06;0.505;2.555;
19:41:50 13/06/2024;5.06;0.508;2.570;
19:41:50 13/06/2024;5.06;0.510;2.580;
19:41:51 13/06/2024;5.06;0.512;2.590;
19:41:51 13/06/2024;5.06;0.503;2.545;
19:41:52 13/06/2024;5.06;0.503;2.545;
19:41:52 13/06/2024;5.06;0.500;2.530;
19:41:53 13/06/2024;5.06;0.505;2.555;
19:41:53 13/06/2024;5.06;0.514;2.600;
19:41:54 13/06/2024;5.06;0.499;2.524;
19:41:54 13/06/2024;5.06;0.500;2.530;
19:41:55 13/06/2024;5.06;0.511;2.585;
19:41:55 13/06/2024;5.06;0.507;2.565;
19:41:56 13/06/2024;5.06;0.507;2.565;
19:41:56 13/06/2024;5.06;0.505;2.555;
19:41:57 13/06/2024;5.06;0.502;2.540;
19:41:57 13/06/2024;5.06;0.504;2.550;
19:41:58 13/06/2024;5.06;0.505;2.555;
19:41:58 13/06/2024;5.06;0.501;2.535;
19:41:59 13/06/2024;5.06;0.504;2.550;
19:41:59 13/06/2024;5.06;0.505;2.555;
19:42:00 13/06/2024;5.06;0.506;2.560;
19:42:00 13/06/2024;5.06;0.507;2.565;
19:42:01 13/06/2024;5.06;0.503;2.545;
19:42:01 13/06/2024;5.06;0.509;2.575;
19:42:02 13/06/2024;5.06;0.508;2.570;
19:42:02 13/06/2024;5.06;0.506;2.560;
19:42:03 13/06/2024;5.06;0.505;2.555;
19:42:03 13/06/2024;5.06;0.526;2.661;
19:42:04 13/06/2024;5.06;0.508;2.570;
19:42:04 13/06/2024;5.06;0.528;2.671;
19:42:05 13/06/2024;5.06;0.503;2.545;
19:42:05 13/06/2024;5.06;0.505;2.555;
19:42:06 13/06/2024;5.06;0.514;2.600;
19:42:06 13/06/2024;5.06;0.505;2.555;
19:42:07 13/06/2024;5.06;0.505;2.555;
19:42:07 13/06/2024;5.06;0.507;2.565;
19:42:08 13/06/2024;5.06;0.504;2.550;
19:42:08 13/06/2024;5.06;0.504;2.550;
19:42:09 13/06/2024;5.06;0.511;2.585;
19:42:09 13/06/2024;5.06;0.507;2.565;
19:42:10 13/06/2024;5.06;0.512;2.590;
19:42:10 13/06/2024;5.06;0.505;2.555;
19:42:11 13/06/2024;5.06;0.512;2.590;
19:42:11 13/06/2024;5.06;0.506;2.560;
19:42:12 13/06/2024;5.06;0.510;2.580;
19:42:12 13/06/2024;5.06;0.501;2.535;
19:42:13 13/06/2024;5.06;0.505;2.555;
19:42:13 13/06/2024;5.06;0.503;2.545;
19:42:14 13/06/2024;5.06;0.508;2.570;
19:42:14 13/06/2024;5.06;0.503;2.545;
19:42:15 13/06/2024;5.06;0.506;2.560;
19:42:15 13/06/2024;5.06;0.506;2.560;
19:42:16 13/06/2024;5.06;0.505;2.555;
19:42:16 13/06/2024;5.06;0.508;2.570;
19:42:17 13/06/2024;5.06;0.505;2.555;
19:42:17 13/06/2024;5.06;0.498;2.519;
19:42:18 13/06/2024;5.06;0.503;2.545;
19:42:18 13/06/2024;5.05;0.577;2.913;
19:42:19 13/06/2024;5.06;0.506;2.560;
19:42:19 13/06/2024;5.06;0.501;2.535;
19:42:20 13/06/2024;5.06;0.507;2.565;
19:42:20 13/06/2024;5.06;0.505;2.555;
19:42:21 13/06/2024;5.06;0.501;2.535;
19:42:21 13/06/2024;5.06;0.505;2.555;
19:42:22 13/06/2024;5.06;0.514;2.600;
19:42:22 13/06/2024;5.06;0.510;2.580;
19:42:23 13/06/2024;5.06;0.510;2.580;
19:42:23 13/06/2024;5.06;0.509;2.575;
19:42:24 13/06/2024;5.06;0.539;2.727;
19:42:24 13/06/2024;5.05;0.560;2.828;
19:42:25 13/06/2024;5.06;0.506;2.560;
19:42:25 13/06/2024;5.06;0.507;2.565;
19:42:26 13/06/2024;5.06;0.507;2.565;
19:42:26 13/06/2024;5.06;0.505;2.555;
19:42:27 13/06/2024;5.06;0.502;2.540;
19:42:27 13/06/2024;5.06;0.505;2.555;
19:42:28 13/06/2024;5.06;0.509;2.575;
19:42:28 13/06/2024;5.06;0.506;2.560;
19:42:29 13/06/2024;5.06;0.510;2.580;
19:42:29 13/06/2024;5.05;0.583;2.944;
19:42:30 13/06/2024;5.06;0.508;2.570;
19:42:30 13/06/2024;5.06;0.510;2.580;
19:42:31 13/06/2024;5.06;0.501;2.535;
19:42:31 13/06/2024;5.06;0.502;2.540;
19:42:32 13/06/2024;5.06;0.509;2.575;
19:42:32 13/06/2024;5.06;0.536;2.712;
19:42:33 13/06/2024;5.05;0.554;2.797;
19:42:33 13/06/2024;5.06;0.508;2.570;
19:42:34 13/06/2024;5.06;0.504;2.550;
19:42:34 13/06/2024;5.06;0.506;2.560;
19:42:35 13/06/2024;5.06;0.511;2.585;
19:42:35 13/06/2024;5.06;0.502;2.540;
19:42:36 13/06/2024;5.06;0.502;2.540;
19:42:36 13/06/2024;5.06;0.510;2.580;
19:42:37 13/06/2024;5.06;0.514;2.600;
19:42:37 13/06/2024;5.06;0.510;2.580;
19:42:38 13/06/2024;5.06;0.504;2.550;
19:42:38 13/06/2024;5.06;0.510;2.580;
19:42:39 13/06/2024;5.06;0.502;2.540;
19:42:39 13/06/2024;5.06;0.501;2.535;
19:42:40 13/06/2024;5.06;0.504;2.550;
19:42:40 13/06/2024;5.06;0.505;2.555;
19:42:41 13/06/2024;5.06;0.503;2.545;
19:42:41 13/06/2024;5.06;0.503;2.545;
19:42:42 13/06/2024;5.06;0.507;2.565;
19:42:42 13/06/2024;5.06;0.502;2.540;
19:42:43 13/06/2024;5.06;0.508;2.570;
19:42:43 13/06/2024;5.06;0.503;2.545;
19:42:44 13/06/2024;5.06;0.506;2.560;
19:42:44 13/06/2024;5.06;0.507;2.565;
19:42:45 13/06/2024;5.06;0.504;2.550;
19:42:46 13/06/2024;5.06;0.503;2.545;
19:42:46 13/06/2024;5.05;0.554;2.797;
19:42:47 13/06/2024;5.06;0.504;2.550;
19:42:47 13/06/2024;5.06;0.498;2.519;
19:42:48 13/06/2024;5.06;0.507;2.565;
19:42:48 13/06/2024;5.06;0.507;2.565;
19:42:49 13/06/2024;5.06;0.508;2.570;
19:42:49 13/06/2024;5.06;0.511;2.585;
19:42:50 13/06/2024;5.06;0.503;2.545;
19:42:50 13/06/2024;5.06;0.500;2.530;
19:42:51 13/06/2024;5.06;0.505;2.555;
19:42:51 13/06/2024;5.06;0.501;2.535;
19:42:52 13/06/2024;5.06;0.501;2.535;
19:42:52 13/06/2024;5.06;0.507;2.565;
19:42:53 13/06/2024;5.06;0.503;2.545;
19:42:53 13/06/2024;5.06;0.518;2.621;
19:42:54 13/06/2024;5.06;0.504;2.550;
19:42:54 13/06/2024;5.06;0.501;2.535;
19:42:55 13/06/2024;5.06;0.507;2.565;
19:42:55 13/06/2024;5.06;0.502;2.540;
19:42:56 13/06/2024;5.06;0.513;2.595;
19:42:56 13/06/2024;5.06;0.505;2.555;
19:42:57 13/06/2024;5.06;0.506;2.560;
19:42:57 13/06/2024;5.06;0.510;2.580;
19:42:58 13/06/2024;5.06;0.505;2.555;
19:42:58 13/06/2024;5.06;0.501;2.535;
19:42:59 13/06/2024;5.06;0.503;2.545;
19:42:59 13/06/2024;5.06;0.499;2.524;
19:43:00 13/06/2024;5.06;0.505;2.555;
19:43:00 13/06/2024;5.06;0.501;2.535;
19:43:01 13/06/2024;5.06;0.503;2.545;
19:43:01 13/06/2024;5.06;0.504;2.550;
19:43:02 13/06/2024;5.06;0.505;2.555;
19:43:02 13/06/2024;5.06;0.513;2.595;
19:43:03 13/06/2024;5.06;0.502;2.540;
19:43:03 13/06/2024;5.06;0.502;2.540;
19:43:04 13/06/2024;5.06;0.521;2.636;
19:43:04 13/06/2024;5.06;0.506;2.560;
19:43:05 13/06/2024;5.06;0.503;2.545;
19:43:05 13/06/2024;5.06;0.503;2.545;
19:43:06 13/06/2024;5.06;0.508;2.570;
19:43:06 13/06/2024;5.06;0.502;2.540;
19:43:07 13/06/2024;5.05;0.558;2.817;
19:43:07 13/06/2024;5.06;0.503;2.545;
19:43:08 13/06/2024;5.06;0.505;2.555;
19:43:08 13/06/2024;5.06;0.507;2.565;
19:43:09 13/06/2024;5.06;0.502;2.540;
19:43:09 13/06/2024;5.06;0.502;2.540;
19:43:10 13/06/2024;5.06;0.506;2.560;
